file,label,score,学生,老师
frame_000218.jpg,老师,0.2668,0.2578,0.2668
frame_000219.jpg,老师,0.2529,0.2411,0.2529
frame_000220.jpg,老师,0.2561,0.2423,0.2561
frame_000224.jpg,老师,0.2402,0.2307,0.2402
frame_000225.jpg,老师,0.2532,0.2339,0.2532
frame_000226.jpg,老师,0.2424,0.2322,0.2424
frame_000228.jpg,学生,0.2219,0.2219,0.2214
frame_000229.jpg,学生,0.2515,0.2515,0.2373
frame_000232.jpg,学生,0.2581,0.2581,0.2551
frame_000233.jpg,学生,0.2773,0.2773,0.2742
frame_000234.jpg,学生,0.2793,0.2793,0.2632
frame_000235.jpg,老师,0.2581,0.2496,0.2581
frame_000236.jpg,老师,0.2546,0.252,0.2546
frame_000237.jpg,老师,0.2722,0.2607,0.2722
frame_000239.jpg,老师,0.2279,0.2223,0.2279
frame_000241.jpg,老师,0.2458,0.2303,0.2458
frame_000242.jpg,老师,0.2524,0.2252,0.2524
frame_000243.jpg,老师,0.2439,0.2312,0.2439
frame_000244.jpg,老师,0.2466,0.2233,0.2466
frame_000245.jpg,学生,0.2457,0.2457,0.2407
frame_000246.jpg,老师,0.2262,0.2133,0.2262
frame_000247.jpg,老师,0.2484,0.2271,0.2484
frame_000248.jpg,老师,0.2415,0.2035,0.2415
frame_000249.jpg,老师,0.2308,0.2183,0.2308
frame_000254.jpg,学生,0.2448,0.2448,0.2435
frame_000255.jpg,学生,0.2576,0.2576,0.2322
frame_000258.jpg,老师,0.2335,0.2258,0.2335
frame_000259.jpg,老师,0.2233,0.2186,0.2233
frame_000260.jpg,老师,0.2206,0.2189,0.2206
frame_000261.jpg,老师,0.2223,0.2102,0.2223
frame_000263.jpg,老师,0.2898,0.2766,0.2898
frame_000264.jpg,老师,0.29,0.2744,0.29
frame_000265.jpg,老师,0.2878,0.2795,0.2878
frame_000266.jpg,老师,0.2761,0.2683,0.2761
frame_000273.jpg,老师,0.2737,0.2664,0.2737
frame_000274.jpg,学生,0.2842,0.2842,0.2815
frame_000275.jpg,学生,0.2761,0.2761,0.269
frame_000276.jpg,学生,0.272,0.272,0.2651
frame_000277.jpg,学生,0.2705,0.2705,0.2666
frame_000278.jpg,学生,0.2727,0.2727,0.272
frame_000279.jpg,学生,0.2837,0.2837,0.2678
frame_000280.jpg,学生,0.283,0.283,0.2673
frame_000281.jpg,学生,0.2708,0.2708,0.2496
frame_000283.jpg,学生,0.2423,0.2423,0.238
frame_000284.jpg,学生,0.2277,0.2277,0.2256
frame_000285.jpg,学生,0.2336,0.2336,0.2332
frame_000286.jpg,老师,0.262,0.2561,0.262
frame_000290.jpg,学生,0.2283,0.2283,0.2279
frame_000291.jpg,老师,0.2321,0.2262,0.2321
frame_000292.jpg,老师,0.2446,0.2117,0.2446
frame_000293.jpg,学生,0.225,0.225,0.2131
frame_000294.jpg,学生,0.2297,0.2297,0.2106
frame_000295.jpg,老师,0.2191,0.219,0.2191
frame_000296.jpg,学生,0.2159,0.2159,0.198
frame_000297.jpg,学生,0.2372,0.2372,0.1938
frame_000298.jpg,学生,0.2219,0.2219,0.191
frame_000299.jpg,学生,0.2089,0.2089,0.1899
frame_000300.jpg,学生,0.2305,0.2305,0.2043
frame_000301.jpg,学生,0.2625,0.2625,0.2323
frame_000302.jpg,学生,0.2588,0.2588,0.2249
frame_000303.jpg,学生,0.2566,0.2566,0.2107
frame_000304.jpg,学生,0.2522,0.2522,0.2321
frame_000307.jpg,学生,0.3042,0.3042,0.2761
frame_000308.jpg,学生,0.2932,0.2932,0.27
frame_000309.jpg,学生,0.2932,0.2932,0.269
frame_000310.jpg,学生,0.2769,0.2769,0.2522
frame_000313.jpg,学生,0.2727,0.2727,0.2693
frame_000314.jpg,学生,0.2822,0.2822,0.2725
frame_000315.jpg,老师,0.2915,0.2756,0.2915
frame_000316.jpg,老师,0.2993,0.2795,0.2993
frame_000317.jpg,老师,0.2891,0.2686,0.2891
frame_000318.jpg,老师,0.2837,0.2778,0.2837
frame_000319.jpg,老师,0.2839,0.271,0.2839
frame_000320.jpg,老师,0.2905,0.2747,0.2905
frame_000326.jpg,学生,0.2666,0.2666,0.2664
frame_000327.jpg,老师,0.2661,0.2654,0.2661
frame_000328.jpg,老师,0.27,0.2595,0.27
frame_000329.jpg,老师,0.2764,0.2443,0.2764
frame_000330.jpg,老师,0.2668,0.2605,0.2668
frame_000331.jpg,老师,0.2991,0.2778,0.2991
frame_000332.jpg,老师,0.2983,0.2815,0.2983
frame_000333.jpg,老师,0.2307,0.2059,0.2307
frame_000334.jpg,老师,0.233,0.2189,0.233
frame_000338.jpg,老师,0.2458,0.2085,0.2458
frame_000339.jpg,老师,0.2507,0.2211,0.2507
frame_000341.jpg,学生,0.243,0.243,0.2422
frame_000342.jpg,老师,0.243,0.2279,0.243
frame_000343.jpg,老师,0.2617,0.2449,0.2617
frame_000346.jpg,老师,0.222,0.2057,0.222
frame_000347.jpg,老师,0.2225,0.2026,0.2225
frame_000348.jpg,老师,0.2484,0.2053,0.2484
frame_000349.jpg,老师,0.2463,0.2018,0.2463
frame_000350.jpg,老师,0.2556,0.2101,0.2556
frame_000351.jpg,老师,0.2605,0.199,0.2605
frame_000352.jpg,老师,0.2632,0.2163,0.2632
frame_000353.jpg,老师,0.272,0.192,0.272
frame_000354.jpg,老师,0.2515,0.1906,0.2515
frame_000355.jpg,老师,0.2378,0.188,0.2378
frame_000356.jpg,老师,0.2358,0.2081,0.2358
frame_000357.jpg,老师,0.2322,0.22,0.2322
frame_000358.jpg,老师,0.2423,0.1965,0.2423
frame_000359.jpg,老师,0.2494,0.2125,0.2494
frame_000360.jpg,老师,0.236,0.2091,0.236
frame_000361.jpg,老师,0.2363,0.2041,0.2363
frame_000365.jpg,老师,0.2739,0.2544,0.2739
frame_000366.jpg,老师,0.2659,0.2488,0.2659
frame_000367.jpg,学生,0.2566,0.2566,0.2391
frame_000368.jpg,学生,0.2666,0.2666,0.2405
frame_000369.jpg,学生,0.2622,0.2622,0.2411
frame_000376.jpg,uncertain,0.1995,0.1995,0.1951
frame_000377.jpg,老师,0.2279,0.2184,0.2279
frame_000378.jpg,学生,0.2137,0.2137,0.201
frame_000379.jpg,uncertain,0.1927,0.1821,0.1927
frame_000380.jpg,uncertain,0.1967,0.1967,0.1881
frame_000381.jpg,uncertain,0.1825,0.1825,0.1686
frame_000382.jpg,uncertain,0.1593,0.1593,0.1482
frame_000383.jpg,老师,0.2529,0.2373,0.2529
frame_000384.jpg,老师,0.262,0.2487,0.262
frame_000385.jpg,老师,0.2566,0.2222,0.2566
frame_000386.jpg,老师,0.2439,0.1964,0.2439
frame_000387.jpg,老师,0.2568,0.2112,0.2568
frame_000388.jpg,老师,0.2576,0.2151,0.2576
frame_000391.jpg,老师,0.2539,0.239,0.2539
frame_000392.jpg,学生,0.2622,0.2622,0.261
frame_000393.jpg,学生,0.2612,0.2612,0.2556
frame_000394.jpg,学生,0.2422,0.2422,0.2344
frame_000395.jpg,老师,0.2451,0.2378,0.2451
frame_000396.jpg,老师,0.259,0.2484,0.259
frame_000397.jpg,学生,0.248,0.248,0.2411
frame_000401.jpg,老师,0.2396,0.2271,0.2396
frame_000402.jpg,老师,0.2788,0.2754,0.2788
frame_000403.jpg,老师,0.2598,0.2368,0.2598
frame_000404.jpg,学生,0.2474,0.2474,0.2458
frame_000405.jpg,老师,0.2455,0.2295,0.2455
frame_000406.jpg,老师,0.2578,0.2477,0.2578
frame_000407.jpg,老师,0.2639,0.2566,0.2639
frame_000425.jpg,学生,0.2257,0.2257,0.2174
frame_000426.jpg,学生,0.2522,0.2522,0.2323
frame_000427.jpg,学生,0.2588,0.2588,0.2383
frame_000428.jpg,学生,0.2537,0.2537,0.2186
frame_000429.jpg,学生,0.2357,0.2357,0.2081
frame_000430.jpg,学生,0.2395,0.2395,0.196
frame_000431.jpg,学生,0.2184,0.2184,0.1915
frame_000432.jpg,学生,0.2152,0.2152,0.2103
frame_000443.jpg,学生,0.2329,0.2329,0.2296
frame_000444.jpg,老师,0.2764,0.2163,0.2764
frame_000445.jpg,老师,0.2681,0.2096,0.2681
frame_000446.jpg,老师,0.2693,0.205,0.2693
frame_000447.jpg,老师,0.2742,0.2062,0.2742
frame_000448.jpg,老师,0.2712,0.207,0.2712
frame_000449.jpg,老师,0.2751,0.2183,0.2751
frame_000450.jpg,老师,0.2668,0.2451,0.2668
frame_000451.jpg,老师,0.271,0.2495,0.271
frame_000452.jpg,老师,0.2644,0.2454,0.2644
frame_000453.jpg,老师,0.2664,0.2394,0.2664
frame_000454.jpg,老师,0.2522,0.2137,0.2522
frame_000455.jpg,老师,0.2517,0.2012,0.2517
frame_000456.jpg,老师,0.2495,0.2058,0.2495
frame_000457.jpg,老师,0.2488,0.207,0.2488
frame_000460.jpg,老师,0.2534,0.2156,0.2534
frame_000461.jpg,老师,0.249,0.2065,0.249
frame_000462.jpg,老师,0.261,0.2246,0.261
frame_000463.jpg,老师,0.2637,0.2267,0.2637
frame_000464.jpg,老师,0.2554,0.2224,0.2554
frame_000465.jpg,老师,0.2722,0.2162,0.2722
frame_000467.jpg,老师,0.2566,0.2047,0.2566
frame_000469.jpg,老师,0.2484,0.2174,0.2484
frame_000470.jpg,老师,0.271,0.2112,0.271
frame_000471.jpg,老师,0.2664,0.2158,0.2664
frame_000472.jpg,老师,0.2756,0.2517,0.2756
